frequency_hz,magnitude,magnitude_normalized
0.000000,0.119064,0.020135
11.718750,0.163214,0.027602
23.437500,0.486227,0.082228
35.156250,1.745781,0.295236
46.875000,2.286775,0.386726
58.593750,1.006694,0.170246
70.312500,0.659926,0.111603
82.031250,3.886972,0.657342
93.750000,0.958491,0.162095
105.468750,0.599220,0.101337
117.187500,0.950221,0.160696
128.906250,0.863697,0.146063
140.625000,0.499698,0.084506
152.343750,0.190171,0.032161
164.062500,0.494825,0.083682
175.781250,0.174109,0.029444
187.500000,0.088798,0.015017
199.218750,0.291027,0.049217
210.937500,0.106426,0.017998
222.656250,0.201621,0.034097
234.375000,0.275338,0.046564
246.093750,0.181876,0.030758
257.812500,0.151927,0.025693
269.531250,0.285950,0.048358
281.250000,0.276747,0.046802
292.968750,0.341103,0.057685
304.687500,0.446360,0.075486
316.406250,0.349135,0.059044
328.125000,0.564997,0.095549
339.843750,0.634386,0.107284
351.562500,0.514236,0.086965
363.281250,1.011707,0.171094
375.000000,1.724897,0.291705
386.718750,5.913164,1.000000
398.437500,4.070281,0.688342
410.156250,1.494983,0.252823
421.875000,0.994048,0.168108
433.593750,0.682554,0.115430
445.312500,0.545413,0.092237
457.031250,0.381745,0.064558
468.750000,0.382247,0.064643
480.468750,0.372067,0.062922
492.187500,0.329246,0.055680
503.906250,0.195816,0.033115
515.625000,0.248334,0.041997
527.343750,0.258488,0.043714
539.062500,0.233139,0.039427
550.781250,0.163121,0.027586
562.500000,0.191583,0.032399
574.218750,0.191925,0.032457
585.937500,0.124531,0.021060
597.656250,0.103234,0.017458
609.375000,0.119756,0.020252
621.093750,0.160694,0.027176
632.812500,0.146397,0.024758
644.531250,0.148919,0.025184
656.250000,0.140620,0.023781
667.968750,0.126810,0.021445
679.687500,0.162815,0.027534
691.406250,0.087438,0.014787
703.125000,0.215382,0.036424
714.843750,0.023427,0.003962
726.562500,0.173442,0.029331
738.281250,0.189412,0.032032
750.000000,0.175998,0.029764
761.718750,0.308555,0.052181
773.437500,0.549399,0.092911
785.156250,5.639693,0.953752
796.875000,0.387095,0.065463
808.593750,0.234463,0.039651
820.312500,0.089443,0.015126
832.031250,0.090594,0.015321
843.750000,0.124143,0.020994
855.468750,0.053242,0.009004
867.187500,0.021540,0.003643
878.906250,0.032293,0.005461
890.625000,0.059257,0.010021
902.343750,0.041384,0.006999
914.062500,0.074275,0.012561
925.781250,0.028095,0.004751
937.500000,0.004585,0.000775
949.218750,0.024975,0.004224
960.937500,0.110031,0.018608
972.656250,0.045560,0.007705
984.375000,0.008348,0.001412
996.093750,0.036853,0.006232
1007.812500,0.059894,0.010129
1019.531250,0.034310,0.005802
1031.250000,0.015291,0.002586
1042.968750,0.010245,0.001733
1054.687500,0.055100,0.009318
1066.406250,0.032072,0.005424
1078.125000,0.051044,0.008632
1089.843750,0.045783,0.007743
1101.562500,0.039685,0.006711
1113.281250,0.050686,0.008572
1125.000000,0.089217,0.015088
1136.718750,0.078529,0.013280
1148.437500,0.153583,0.025973
1160.156250,0.223452,0.037789
1171.875000,0.661791,0.111918
1183.593750,0.685372,0.115906
1195.312500,0.248310,0.041993
1207.031250,0.146133,0.024713
1218.750000,0.068188,0.011532
1230.468750,0.087337,0.014770
1242.187500,0.070602,0.011940
1253.906250,0.065427,0.011065
1265.625000,0.046526,0.007868
1277.343750,0.036501,0.006173
1289.062500,0.053707,0.009083
1300.781250,0.028072,0.004747
1312.500000,0.006227,0.001053
1324.218750,0.027089,0.004581
1335.937500,0.046938,0.007938
1347.656250,0.044320,0.007495
1359.375000,0.040556,0.006859
1371.093750,0.020000,0.003382
1382.812500,0.026592,0.004497
1394.531250,0.025947,0.004388
1406.250000,0.005572,0.000942
1417.968750,0.017555,0.002969
1429.687500,0.029551,0.004998
1441.406250,0.013808,0.002335
1453.125000,0.005982,0.001012
1464.843750,0.011400,0.001928
1476.562500,0.017344,0.002933
1488.281250,0.019883,0.003362
1500.000000,0.022181,0.003751
1511.718750,0.036909,0.006242
1523.437500,0.049477,0.008367
1535.156250,0.071929,0.012164
1546.875000,0.092730,0.015682
1558.593750,0.205447,0.034744
1570.312500,0.788663,0.133374
1582.031250,0.439771,0.074372
1593.750000,0.178413,0.030172
1605.468750,0.152883,0.025855
1617.187500,0.093537,0.015818
1628.906250,0.083337,0.014093
1640.625000,0.078360,0.013252
1652.343750,0.070875,0.011986
1664.062500,0.065630,0.011099
1675.781250,0.041570,0.007030
1687.500000,0.070506,0.011924
1699.218750,0.077171,0.013051
1710.937500,0.055422,0.009373
1722.656250,0.053645,0.009072
1734.375000,0.047469,0.008028
1746.093750,0.053062,0.008974
1757.812500,0.043109,0.007290
1769.531250,0.039128,0.006617
1781.250000,0.045237,0.007650
1792.968750,0.061886,0.010466
1804.687500,0.040522,0.006853
1816.406250,0.042563,0.007198
1828.125000,0.044700,0.007559
1839.843750,0.029452,0.004981
1851.562500,0.025757,0.004356
1863.281250,0.050876,0.008604
1875.000000,0.035459,0.005997
1886.718750,0.037950,0.006418
1898.437500,0.050885,0.008605
1910.156250,0.074143,0.012539
1921.875000,0.038795,0.006561
1933.593750,0.042730,0.007226
1945.312500,0.051511,0.008711
1957.031250,0.069847,0.011812
1968.750000,0.193635,0.032747
1980.468750,0.082893,0.014018
1992.187500,0.021036,0.003557
2003.906250,0.010780,0.001823
2015.625000,0.007559,0.001278
2027.343750,0.015241,0.002577
2039.062500,0.027805,0.004702
2050.781250,0.029293,0.004954
2062.500000,0.012546,0.002122
2074.218750,0.024856,0.004203
2085.937500,0.021726,0.003674
2097.656250,0.019202,0.003247
2109.375000,0.025143,0.004252
2121.093750,0.025093,0.004244
2132.812500,0.025947,0.004388
2144.531250,0.029394,0.004971
