frequency_hz,magnitude,magnitude_normalized
0.000000,0.633545,0.080614
11.718750,0.945987,0.120370
23.437500,2.278044,0.289865
35.156250,5.172264,0.658134
46.875000,2.774663,0.353056
58.593750,7.858984,1.000000
70.312500,0.901297,0.114684
82.031250,3.168326,0.403147
93.750000,0.822468,0.104653
105.468750,0.256456,0.032632
117.187500,0.599719,0.076310
128.906250,0.394699,0.050223
140.625000,1.179369,0.150066
152.343750,0.889204,0.113145
164.062500,0.446758,0.056847
175.781250,0.483282,0.061494
187.500000,0.554060,0.070500
199.218750,0.447766,0.056975
210.937500,0.426863,0.054315
222.656250,0.297689,0.037879
234.375000,0.400225,0.050926
246.093750,0.320537,0.040786
257.812500,0.304000,0.038682
269.531250,0.280533,0.035696
281.250000,0.305172,0.038831
292.968750,0.178117,0.022664
304.687500,0.364627,0.046396
316.406250,0.291538,0.037096
328.125000,0.248165,0.031577
339.843750,0.252200,0.032091
351.562500,0.256963,0.032697
363.281250,0.260166,0.033104
375.000000,0.185848,0.023648
386.718750,0.189833,0.024155
398.437500,0.191991,0.024429
410.156250,0.177357,0.022567
421.875000,0.173501,0.022077
433.593750,0.176035,0.022399
445.312500,0.176474,0.022455
457.031250,0.200811,0.025552
468.750000,0.183295,0.023323
480.468750,0.130316,0.016582
492.187500,0.149226,0.018988
503.906250,0.160963,0.020481
515.625000,0.155986,0.019848
527.343750,0.144018,0.018325
539.062500,0.142733,0.018162
550.781250,0.153994,0.019595
562.500000,0.146963,0.018700
574.218750,0.117252,0.014919
585.937500,0.125818,0.016009
597.656250,0.123648,0.015733
609.375000,0.115973,0.014757
621.093750,0.118980,0.015139
632.812500,0.131190,0.016693
644.531250,0.101274,0.012886
656.250000,0.127723,0.016252
667.968750,0.125983,0.016030
679.687500,0.104021,0.013236
691.406250,0.109424,0.013923
703.125000,0.097063,0.012351
714.843750,0.094067,0.011969
726.562500,0.105987,0.013486
738.281250,0.096543,0.012284
750.000000,0.086512,0.011008
761.718750,0.113393,0.014428
773.437500,0.113629,0.014459
785.156250,0.088703,0.011287
796.875000,0.070665,0.008992
808.593750,0.058226,0.007409
820.312500,0.096818,0.012319
832.031250,0.093015,0.011836
843.750000,0.167676,0.021336
855.468750,0.124683,0.015865
867.187500,0.116012,0.014762
878.906250,0.140787,0.017914
890.625000,0.091228,0.011608
902.343750,0.126844,0.016140
914.062500,0.147551,0.018775
925.781250,0.105519,0.013426
937.500000,0.118938,0.015134
949.218750,0.099051,0.012604
960.937500,0.211386,0.026897
972.656250,0.163702,0.020830
984.375000,0.182449,0.023215
996.093750,0.146594,0.018653
1007.812500,0.211462,0.026907
1019.531250,0.248148,0.031575
1031.250000,0.423595,0.053899
1042.968750,1.164025,0.148114
1054.687500,1.099413,0.139893
1066.406250,0.337656,0.042964
1078.125000,0.183587,0.023360
1089.843750,0.173611,0.022091
1101.562500,0.152390,0.019391
1113.281250,0.117187,0.014911
1125.000000,0.072482,0.009223
1136.718750,0.108334,0.013785
1148.437500,0.106823,0.013592
1160.156250,0.081225,0.010335
1171.875000,0.064124,0.008159
1183.593750,0.072428,0.009216
1195.312500,0.078445,0.009982
1207.031250,0.063347,0.008060
1218.750000,0.059639,0.007589
1230.468750,0.042991,0.005470
1242.187500,0.071583,0.009108
1253.906250,0.073085,0.009300
1265.625000,0.066817,0.008502
1277.343750,0.034583,0.004400
1289.062500,0.058899,0.007494
1300.781250,0.074979,0.009541
1312.500000,0.064554,0.008214
1324.218750,0.058764,0.007477
1335.937500,0.044610,0.005676
1347.656250,0.054954,0.006992
1359.375000,0.052652,0.006700
1371.093750,0.050168,0.006383
1382.812500,0.065604,0.008348
1394.531250,0.064788,0.008244
1406.250000,0.051913,0.006606
1417.968750,0.046449,0.005910
1429.687500,0.061634,0.007842
1441.406250,0.058076,0.007390
1453.125000,0.059075,0.007517
1464.843750,0.047083,0.005991
1476.562500,0.031008,0.003945
1488.281250,0.045899,0.005840
1500.000000,0.048469,0.006167
1511.718750,0.074129,0.009432
1523.437500,0.047957,0.006102
1535.156250,0.047049,0.005987
1546.875000,0.055612,0.007076
1558.593750,0.056258,0.007158
1570.312500,0.034657,0.004410
1582.031250,0.047377,0.006028
1593.750000,0.051020,0.006492
1605.468750,0.055697,0.007087
1617.187500,0.052095,0.006629
1628.906250,0.048160,0.006128
1640.625000,0.047271,0.006015
