time_sec,change
0.999042,0.001312
1.049979,0.001129
1.100458,0.001129
1.151437,0.001129
1.202250,0.001175
1.253937,0.001144
1.304375,0.001129
1.368937,0.001297
4.806646,0.001282
5.120000,0.002823
