frequency_hz,magnitude,magnitude_normalized
0.000000,0.400970,0.059358
11.718750,0.422292,0.062515
23.437500,0.500751,0.074130
35.156250,4.070112,0.602527
46.875000,5.934748,0.878562
58.593750,1.527915,0.226188
70.312500,1.876655,0.277814
82.031250,4.229583,0.626134
93.750000,0.688897,0.101982
105.468750,0.347623,0.051461
117.187500,0.409407,0.060607
128.906250,0.070321,0.010410
140.625000,0.111591,0.016520
152.343750,0.213642,0.031627
164.062500,0.147321,0.021809
175.781250,0.151390,0.022411
187.500000,0.077518,0.011475
199.218750,0.008076,0.001195
210.937500,0.056443,0.008356
222.656250,0.076611,0.011341
234.375000,0.033292,0.004928
246.093750,0.025590,0.003788
257.812500,0.089419,0.013237
269.531250,0.070106,0.010378
281.250000,0.087816,0.013000
292.968750,0.071408,0.010571
304.687500,0.118509,0.017544
316.406250,0.119597,0.017705
328.125000,0.055235,0.008177
339.843750,0.105623,0.015636
351.562500,0.118232,0.017503
363.281250,0.041471,0.006139
375.000000,0.063251,0.009363
386.718750,0.115732,0.017133
398.437500,0.089275,0.013216
410.156250,0.128989,0.019095
421.875000,0.210938,0.031227
433.593750,0.304067,0.045013
445.312500,0.273409,0.040475
457.031250,0.380623,0.056346
468.750000,0.488307,0.072287
480.468750,0.956785,0.141639
492.187500,6.755074,1.000000
503.906250,1.236971,0.183117
515.625000,0.614265,0.090934
527.343750,0.402366,0.059565
539.062500,0.249877,0.036991
550.781250,0.218359,0.032325
562.500000,0.183660,0.027188
574.218750,0.172177,0.025489
585.937500,0.119012,0.017618
597.656250,0.117001,0.017320
609.375000,0.109099,0.016151
621.093750,0.082848,0.012265
632.812500,0.086333,0.012780
644.531250,0.102902,0.015233
656.250000,0.079435,0.011759
667.968750,0.083733,0.012396
679.687500,0.091501,0.013545
691.406250,0.055469,0.008212
703.125000,0.062519,0.009255
714.843750,0.057124,0.008456
726.562500,0.067870,0.010047
738.281250,0.073830,0.010930
750.000000,0.064385,0.009531
761.718750,0.038993,0.005772
773.437500,0.040291,0.005965
785.156250,0.083446,0.012353
796.875000,0.070913,0.010498
808.593750,0.062529,0.009257
820.312500,0.027826,0.004119
832.031250,0.041128,0.006089
843.750000,0.097073,0.014370
855.468750,0.052749,0.007809
867.187500,0.031167,0.004614
878.906250,0.049814,0.007374
890.625000,0.052751,0.007809
902.343750,0.046294,0.006853
914.062500,0.080509,0.011918
925.781250,0.039684,0.005875
937.500000,0.042675,0.006317
949.218750,0.031381,0.004645
960.937500,0.111773,0.016547
972.656250,0.180155,0.026670
984.375000,0.362223,0.053622
996.093750,0.217890,0.032256
1007.812500,0.079401,0.011754
1019.531250,0.057717,0.008544
1031.250000,0.008111,0.001201
1042.968750,0.012819,0.001898
1054.687500,0.035716,0.005287
1066.406250,0.014764,0.002186
1078.125000,0.003745,0.000554
1089.843750,0.019082,0.002825
1101.562500,0.005005,0.000741
1113.281250,0.018776,0.002779
1125.000000,0.011106,0.001644
1136.718750,0.027842,0.004122
1148.437500,0.008904,0.001318
1160.156250,0.016190,0.002397
1171.875000,0.007488,0.001109
1183.593750,0.009924,0.001469
1195.312500,0.013787,0.002041
1207.031250,0.014331,0.002122
1218.750000,0.016149,0.002391
1230.468750,0.010473,0.001550
1242.187500,0.023405,0.003465
1253.906250,0.015918,0.002356
1265.625000,0.012832,0.001900
1277.343750,0.025149,0.003723
1289.062500,0.016383,0.002425
1300.781250,0.006922,0.001025
1312.500000,0.013736,0.002033
1324.218750,0.052766,0.007811
1335.937500,0.067541,0.009999
1347.656250,0.038002,0.005626
1359.375000,0.030592,0.004529
1371.093750,0.041298,0.006114
1382.812500,0.038899,0.005759
1394.531250,0.035763,0.005294
1406.250000,0.032685,0.004839
1417.968750,0.049836,0.007378
1429.687500,0.036934,0.005468
1441.406250,0.096873,0.014341
1453.125000,0.094099,0.013930
1464.843750,0.122802,0.018179
1476.562500,0.302691,0.044809
1488.281250,1.475389,0.218412
1500.000000,0.181727,0.026902
1511.718750,0.085796,0.012701
1523.437500,0.057762,0.008551
1535.156250,0.060070,0.008893
1546.875000,0.044260,0.006552
1558.593750,0.059139,0.008755
1570.312500,0.040779,0.006037
1582.031250,0.033603,0.004975
1593.750000,0.043538,0.006445
1605.468750,0.022713,0.003362
1617.187500,0.027674,0.004097
1628.906250,0.020829,0.003083
1640.625000,0.024235,0.003588
1652.343750,0.032484,0.004809
1664.062500,0.022008,0.003258
1675.781250,0.044462,0.006582
1687.500000,0.008481,0.001255
1699.218750,0.031210,0.004620
1710.937500,0.013070,0.001935
1722.656250,0.026564,0.003932
1734.375000,0.017367,0.002571
1746.093750,0.030458,0.004509
1757.812500,0.014157,0.002096
1769.531250,0.009650,0.001429
1781.250000,0.021420,0.003171
1792.968750,0.029682,0.004394
1804.687500,0.020282,0.003002
1816.406250,0.016612,0.002459
1828.125000,0.015537,0.002300
1839.843750,0.024751,0.003664
1851.562500,0.033512,0.004961
1863.281250,0.011950,0.001769
1875.000000,0.026121,0.003867
1886.718750,0.014712,0.002178
1898.437500,0.006858,0.001015
1910.156250,0.017124,0.002535
1921.875000,0.025864,0.003829
1933.593750,0.024176,0.003579
1945.312500,0.006425,0.000951
1957.031250,0.032310,0.004783
1968.750000,0.017874,0.002646
1980.468750,0.060882,0.009013
1992.187500,0.079778,0.011810
2003.906250,0.038110,0.005642
2015.625000,0.028196,0.004174
2027.343750,0.009361,0.001386
2039.062500,0.013233,0.001959
2050.781250,0.020434,0.003025
2062.500000,0.009807,0.001452
2074.218750,0.010451,0.001547
2085.937500,0.007448,0.001103
2097.656250,0.014095,0.002087
2109.375000,0.016559,0.002451
2121.093750,0.020513,0.003037
2132.812500,0.009716,0.001438
2144.531250,0.008054,0.001192
2156.250000,0.012986,0.001922
2167.968750,0.007912,0.001171
2179.687500,0.014030,0.002077
2191.406250,0.011774,0.001743
