time_sec,change
1.129083,0.003433
1.181479,0.003494
1.231771,0.003601
1.281833,0.003418
1.345021,0.003433
1.413708,0.003494
1.480625,0.003616
1.549187,0.003494
1.618104,0.003494
1.686875,0.003418
