frequency_hz,magnitude,magnitude_normalized
0.000000,0.984482,0.037174
2.929688,0.985277,0.037204
5.859375,0.985315,0.037205
8.789062,0.964139,0.036406
11.718750,0.922451,0.034832
14.648438,0.948500,0.035815
17.578125,0.975846,0.036848
20.507812,0.978737,0.036957
23.437500,0.476987,0.018011
26.367188,0.388803,0.014681
29.296875,2.641000,0.099723
32.226562,2.813055,0.106220
35.156250,14.015932,0.529238
38.085938,26.483249,1.000000
41.015625,13.348289,0.504028
43.945312,13.293459,0.501957
46.875000,17.554977,0.662871
49.804688,10.993897,0.415126
52.734375,9.659786,0.364751
55.664062,10.609050,0.400595
58.593750,13.263768,0.500836
61.523438,7.439108,0.280899
64.453125,6.512249,0.245901
67.382812,8.129263,0.306959
70.312500,2.645855,0.099907
73.242188,1.266929,0.047839
76.171875,0.719728,0.027177
79.101562,3.112937,0.117544
82.031250,8.459562,0.319431
84.960938,5.145010,0.194274
87.890625,3.246868,0.122601
90.820312,2.168698,0.081889
93.750000,1.742087,0.065781
96.679688,0.620629,0.023435
99.609375,0.222372,0.008397
102.539062,1.359857,0.051348
105.468750,0.801877,0.030279
108.398438,0.933518,0.035249
111.328125,0.769228,0.029046
114.257812,0.654226,0.024703
117.187500,0.787989,0.029754
120.117188,0.492132,0.018583
123.046875,1.012843,0.038245
125.976562,0.248030,0.009366
128.906250,0.525855,0.019856
131.835938,0.873749,0.032993
134.765625,1.349454,0.050955
137.695312,1.159583,0.043786
140.625000,1.515828,0.057237
143.554688,1.380904,0.052143
146.484375,0.047795,0.001805
149.414062,0.934979,0.035305
152.343750,0.938315,0.035430
155.273438,0.911973,0.034436
158.203125,0.170502,0.006438
161.132812,0.738229,0.027875
164.062500,0.337546,0.012746
166.992188,0.197839,0.007470
169.921875,0.472851,0.017855
172.851562,0.706221,0.026667
175.781250,0.497240,0.018776
178.710938,0.258076,0.009745
181.640625,0.312773,0.011810
184.570312,0.092271,0.003484
187.500000,0.426821,0.016117
190.429688,0.473727,0.017888
193.359375,0.326184,0.012317
196.289062,0.351631,0.013277
199.218750,0.386054,0.014577
202.148438,0.316186,0.011939
205.078125,0.127736,0.004823
208.007812,0.212603,0.008028
210.937500,0.284792,0.010754
213.867188,0.436924,0.016498
216.796875,0.404000,0.015255
219.726562,0.473166,0.017867
222.656250,0.462363,0.017459
225.585938,0.581048,0.021940
228.515625,0.353035,0.013330
231.445312,0.248677,0.009390
234.375000,0.090474,0.003416
237.304688,0.227503,0.008590
240.234375,0.372617,0.014070
243.164062,0.198930,0.007512
246.093750,0.076316,0.002882
249.023438,0.093816,0.003542
251.953125,0.176041,0.006647
254.882812,0.220983,0.008344
257.812500,0.171045,0.006459
260.742188,0.124884,0.004716
263.671875,0.107715,0.004067
266.601562,0.232536,0.008780
269.531250,0.233045,0.008800
272.460938,0.172664,0.006520
275.390625,0.166493,0.006287
278.320312,0.207355,0.007830
281.250000,0.216806,0.008187
284.179688,0.141568,0.005346
287.109375,0.048310,0.001824
290.039062,0.069662,0.002630
292.968750,0.171357,0.006470
295.898438,0.190073,0.007177
298.828125,0.257398,0.009719
301.757812,0.081134,0.003064
304.687500,0.136107,0.005139
307.617188,0.131331,0.004959
310.546875,0.133020,0.005023
313.476562,0.183937,0.006945
316.406250,0.182224,0.006881
319.335938,0.213890,0.008076
322.265625,0.099555,0.003759
325.195312,0.011718,0.000442
328.125000,0.048490,0.001831
331.054688,0.055009,0.002077
333.984375,0.040711,0.001537
336.914062,0.060045,0.002267
339.843750,0.125430,0.004736
342.773438,0.142811,0.005393
345.703125,0.100427,0.003792
348.632812,0.052542,0.001984
351.562500,0.057208,0.002160
354.492188,0.050302,0.001899
357.421875,0.059660,0.002253
360.351562,0.064801,0.002447
363.281250,0.052860,0.001996
366.210938,0.031077,0.001173
369.140625,0.066862,0.002525
372.070312,0.062721,0.002368
375.000000,0.044915,0.001696
377.929688,0.107978,0.004077
380.859375,0.079679,0.003009
383.789062,0.027045,0.001021
386.718750,0.053056,0.002003
389.648438,0.040207,0.001518
392.578125,0.007912,0.000299
395.507812,0.083814,0.003165
398.437500,0.019537,0.000738
401.367188,0.028589,0.001080
404.296875,0.086370,0.003261
407.226562,0.021806,0.000823
410.156250,0.037371,0.001411
413.085938,0.042702,0.001612
416.015625,0.151416,0.005717
418.945312,0.052575,0.001985
421.875000,0.032042,0.001210
424.804688,0.037735,0.001425
427.734375,0.054556,0.002060
430.664062,0.080225,0.003029
433.593750,0.041528,0.001568
436.523438,0.020325,0.000767
439.453125,0.069652,0.002630
442.382812,0.022569,0.000852
445.312500,0.050779,0.001917
448.242188,0.111236,0.004200
451.171875,0.019888,0.000751
454.101562,0.078014,0.002946
457.031250,0.050408,0.001903
459.960938,0.028400,0.001072
462.890625,0.093891,0.003545
465.820312,0.041352,0.001561
468.750000,0.067185,0.002537
471.679688,0.080241,0.003030
474.609375,0.028999,0.001095
477.539062,0.033373,0.001260
480.468750,0.033649,0.001271
483.398438,0.012572,0.000475
486.328125,0.032896,0.001242
489.257812,0.067149,0.002536
492.187500,0.018688,0.000706
495.117188,0.032830,0.001240
498.046875,0.109744,0.004144
500.976562,0.036307,0.001371
503.906250,0.018300,0.000691
506.835938,0.063355,0.002392
509.765625,0.011511,0.000435
512.695312,0.026277,0.000992
515.625000,0.066547,0.002513
518.554688,0.034625,0.001307
521.484375,0.037245,0.001406
524.414062,0.042750,0.001614
527.343750,0.047809,0.001805
530.273438,0.083321,0.003146
533.203125,0.007569,0.000286
536.132812,0.033931,0.001281
539.062500,0.011627,0.000439
541.992188,0.020961,0.000791
544.921875,0.030549,0.001154
547.851562,0.062081,0.002344
550.781250,0.059243,0.002237
553.710938,0.018202,0.000687
556.640625,0.040034,0.001512
559.570312,0.017139,0.000647
562.500000,0.033035,0.001247
565.429688,0.026497,0.001001
568.359375,0.019235,0.000726
571.289062,0.023064,0.000871
574.218750,0.035002,0.001322
577.148438,0.013889,0.000524
580.078125,0.045357,0.001713
583.007812,0.047167,0.001781
585.937500,0.048678,0.001838
588.867188,0.034060,0.001286
591.796875,0.026977,0.001019
594.726562,0.016107,0.000608
597.656250,0.056553,0.002135
600.585938,0.051517,0.001945
603.515625,0.027088,0.001023
606.445312,0.012645,0.000477
609.375000,0.011002,0.000415
612.304688,0.023479,0.000887
615.234375,0.027355,0.001033
618.164062,0.033026,0.001247
621.093750,0.018533,0.000700
624.023438,0.027516,0.001039
626.953125,0.054693,0.002065
629.882812,0.011788,0.000445
632.812500,0.053543,0.002022
635.742188,0.015493,0.000585
638.671875,0.040380,0.001525
641.601562,0.014305,0.000540
644.531250,0.042093,0.001589
647.460938,0.040618,0.001534
650.390625,0.014117,0.000533
653.320312,0.045649,0.001724
656.250000,0.032675,0.001234
659.179688,0.028949,0.001093
662.109375,0.014333,0.000541
665.039062,0.031593,0.001193
667.968750,0.055538,0.002097
670.898438,0.034547,0.001304
673.828125,0.026633,0.001006
676.757812,0.028461,0.001075
679.687500,0.048959,0.001849
682.617188,0.014499,0.000547
685.546875,0.022980,0.000868
688.476562,0.047649,0.001799
691.406250,0.007783,0.000294
694.335938,0.037369,0.001411
697.265625,0.022701,0.000857
700.195312,0.023761,0.000897
703.125000,0.065564,0.002476
706.054688,0.025125,0.000949
708.984375,0.025701,0.000970
711.914062,0.069909,0.002640
714.843750,0.024148,0.000912
717.773438,0.025164,0.000950
720.703125,0.033650,0.001271
723.632812,0.033794,0.001276
726.562500,0.023843,0.000900
729.492188,0.009397,0.000355
732.421875,0.032401,0.001223
735.351562,0.026376,0.000996
738.281250,0.014038,0.000530
741.210938,0.035639,0.001346
744.140625,0.024652,0.000931
747.070312,0.044257,0.001671
750.000000,0.048171,0.001819
752.929688,0.057363,0.002166
755.859375,0.047964,0.001811
758.789062,0.025143,0.000949
761.718750,0.020134,0.000760
764.648438,0.053534,0.002021
767.578125,0.011849,0.000447
770.507812,0.044883,0.001695
773.437500,0.057849,0.002184
776.367188,0.025421,0.000960
779.296875,0.038294,0.001446
782.226562,0.020826,0.000786
785.156250,0.029705,0.001122
788.085938,0.027681,0.001045
791.015625,0.038285,0.001446
793.945312,0.025393,0.000959
796.875000,0.059879,0.002261
799.804688,0.032312,0.001220
802.734375,0.037070,0.001400
805.664062,0.046334,0.001750
808.593750,0.032774,0.001238
811.523438,0.080969,0.003057
814.453125,0.057947,0.002188
817.382812,0.021946,0.000829
820.312500,0.053443,0.002018
823.242188,0.011809,0.000446
826.171875,0.026207,0.000990
829.101562,0.062548,0.002362
832.031250,0.077942,0.002943
834.960938,0.123976,0.004681
837.890625,0.146499,0.005532
840.820312,0.091222,0.003445
843.750000,0.165427,0.006246
846.679688,0.063685,0.002405
849.609375,0.104915,0.003962
852.539062,0.056315,0.002126
855.468750,0.065260,0.002464
858.398438,0.009703,0.000366
861.328125,0.080721,0.003048
864.257812,0.063017,0.002379
867.187500,0.029645,0.001119
870.117188,0.030163,0.001139
873.046875,0.037499,0.001416
875.976562,0.057824,0.002183
878.906250,0.107952,0.004076
881.835938,0.034723,0.001311
884.765625,0.108786,0.004108
887.695312,0.074592,0.002817
890.625000,0.063756,0.002407
