frequency_hz,magnitude,magnitude_normalized
0.000000,0.402557,0.003007
2.929688,0.399719,0.002986
5.859375,0.409434,0.003058
8.789062,0.381005,0.002846
11.718750,0.425261,0.003177
14.648438,0.451687,0.003374
17.578125,0.470287,0.003513
20.507812,0.661022,0.004938
23.437500,0.747964,0.005587
26.367188,1.591191,0.011886
29.296875,3.270294,0.024428
32.226562,3.303216,0.024674
35.156250,12.243099,0.091452
38.085938,29.713579,0.221950
41.015625,18.652194,0.139325
43.945312,17.943405,0.134031
46.875000,7.919973,0.059159
49.804688,5.775224,0.043139
52.734375,4.847509,0.036209
55.664062,9.032875,0.067472
58.593750,1.726484,0.012896
61.523438,1.828649,0.013659
64.453125,2.983274,0.022284
67.382812,2.759315,0.020611
70.312500,1.930451,0.014420
73.242188,2.901284,0.021672
76.171875,3.485842,0.026038
79.101562,0.717029,0.005356
82.031250,3.116764,0.023281
84.960938,3.569058,0.026660
87.890625,0.964726,0.007206
90.820312,1.125964,0.008411
93.750000,0.759933,0.005676
96.679688,1.768508,0.013210
99.609375,1.105428,0.008257
102.539062,1.050811,0.007849
105.468750,1.556161,0.011624
108.398438,0.965777,0.007214
111.328125,0.810916,0.006057
114.257812,0.549346,0.004103
117.187500,1.514138,0.011310
120.117188,1.504789,0.011240
123.046875,0.605041,0.004519
125.976562,0.292423,0.002184
128.906250,0.905921,0.006767
131.835938,1.109362,0.008287
134.765625,0.906788,0.006773
137.695312,0.848227,0.006336
140.625000,0.438267,0.003274
143.554688,0.770503,0.005755
146.484375,0.729362,0.005448
149.414062,1.629510,0.012172
152.343750,0.813590,0.006077
155.273438,0.908432,0.006786
158.203125,0.338671,0.002530
161.132812,0.632509,0.004725
164.062500,0.632933,0.004728
166.992188,1.060318,0.007920
169.921875,0.699245,0.005223
172.851562,0.774022,0.005782
175.781250,1.016172,0.007590
178.710938,0.799670,0.005973
181.640625,0.810091,0.006051
184.570312,1.095089,0.008180
187.500000,0.892735,0.006668
190.429688,0.943069,0.007044
193.359375,0.937176,0.007000
196.289062,1.547804,0.011562
199.218750,1.572198,0.011744
