frequency_hz,magnitude,magnitude_normalized
0.000000,2.043182,0.006516
2.929688,2.044816,0.006522
5.859375,2.046594,0.006527
8.789062,2.146053,0.006844
11.718750,2.169788,0.006920
14.648438,2.259104,0.007205
17.578125,2.405320,0.007671
20.507812,2.497334,0.007965
23.437500,2.788396,0.008893
26.367188,3.196945,0.010196
29.296875,0.141286,0.000451
32.226562,2.572936,0.008206
35.156250,6.438730,0.020535
38.085938,27.950539,0.089143
41.015625,5.482093,0.017484
43.945312,47.990298,0.153056
46.875000,11.557895,0.036862
49.804688,4.399324,0.014031
52.734375,10.159558,0.032402
55.664062,24.507874,0.078163
58.593750,8.389013,0.026755
61.523438,9.113025,0.029064
64.453125,2.586573,0.008249
67.382812,1.287154,0.004105
70.312500,8.697905,0.027740
73.242188,2.229382,0.007110
76.171875,3.577168,0.011409
79.101562,14.805178,0.047218
82.031250,22.651125,0.072241
84.960938,11.354876,0.036214
87.890625,4.633286,0.014777
90.820312,3.681522,0.011741
93.750000,2.347638,0.007487
96.679688,0.930749,0.002968
99.609375,1.446220,0.004612
102.539062,2.225140,0.007097
105.468750,2.590109,0.008261
108.398438,1.034779,0.003300
111.328125,2.333327,0.007442
114.257812,1.309475,0.004176
117.187500,1.701571,0.005427
120.117188,2.729421,0.008705
123.046875,1.695279,0.005407
125.976562,2.018012,0.006436
128.906250,2.554822,0.008148
131.835938,3.028003,0.009657
134.765625,1.069631,0.003411
137.695312,1.261601,0.004024
140.625000,2.667294,0.008507
143.554688,0.664453,0.002119
146.484375,1.421562,0.004534
149.414062,2.617927,0.008349
152.343750,1.892462,0.006036
155.273438,1.806289,0.005761
158.203125,1.377495,0.004393
161.132812,2.088729,0.006662
164.062500,2.314050,0.007380
166.992188,2.335116,0.007447
169.921875,2.320507,0.007401
172.851562,2.026625,0.006464
175.781250,2.577710,0.008221
178.710938,2.641535,0.008425
181.640625,2.414732,0.007701
184.570312,2.672345,0.008523
187.500000,2.439818,0.007781
190.429688,3.098845,0.009883
193.359375,3.827547,0.012207
196.289062,3.387973,0.010805
199.218750,2.562785,0.008173
202.148438,2.975260,0.009489
205.078125,3.884814,0.012390
208.007812,4.071332,0.012985
210.937500,4.905020,0.015644
213.867188,6.194514,0.019756
216.796875,4.321618,0.013783
219.726562,4.239644,0.013522
222.656250,5.900360,0.018818
225.585938,5.694073,0.018160
228.515625,5.482030,0.017484
231.445312,5.782497,0.018442
234.375000,6.255107,0.019949
237.304688,7.941813,0.025329
240.234375,9.399952,0.029979
243.164062,10.779235,0.034378
246.093750,12.360654,0.039422
249.023438,14.776068,0.047125
251.953125,19.784017,0.063097
254.882812,29.689701,0.094689
