time_sec,change
0.798083,0.002808
0.848104,0.003555
0.899479,0.002808
0.949562,0.002686
1.000083,0.002701
1.050708,0.002747
1.101167,0.002747
1.151750,0.002716
1.202396,0.002686
5.823563,0.003006
