time_sec,change
0.788458,0.003189
0.839167,0.003082
0.889521,0.003387
0.941667,0.003296
0.992583,0.003143
1.042708,0.003021
1.103708,0.003098
1.173938,0.003021
1.242708,0.003052
6.351396,0.010040
6.436729,0.010040
