frequency_hz,magnitude,magnitude_normalized
0.000000,0.134567,0.008096
11.718750,0.386911,0.023277
23.437500,1.002076,0.060285
35.156250,9.389991,0.564903
46.875000,16.622316,1.000000
58.593750,3.315816,0.199480
70.312500,2.654305,0.159683
82.031250,1.521391,0.091527
93.750000,0.795307,0.047846
105.468750,0.717619,0.043172
117.187500,1.080410,0.064998
128.906250,0.400656,0.024103
140.625000,0.481407,0.028962
152.343750,0.576325,0.034672
164.062500,0.547272,0.032924
175.781250,0.461054,0.027737
187.500000,0.057190,0.003441
199.218750,0.397397,0.023907
210.937500,0.217511,0.013085
222.656250,0.303990,0.018288
234.375000,0.264480,0.015911
246.093750,0.161524,0.009717
257.812500,0.225273,0.013552
269.531250,0.141140,0.008491
281.250000,0.169427,0.010193
292.968750,0.193716,0.011654
304.687500,0.111334,0.006698
316.406250,0.073198,0.004404
328.125000,0.131155,0.007890
339.843750,0.103057,0.006200
351.562500,0.124834,0.007510
363.281250,0.084237,0.005068
375.000000,0.064535,0.003882
386.718750,0.094415,0.005680
398.437500,0.122752,0.007385
410.156250,0.089565,0.005388
421.875000,0.090842,0.005465
433.593750,0.077257,0.004648
445.312500,0.101692,0.006118
457.031250,0.080809,0.004861
468.750000,0.094416,0.005680
480.468750,0.062700,0.003772
492.187500,0.080561,0.004847
503.906250,0.058218,0.003502
515.625000,0.105760,0.006363
527.343750,0.088805,0.005342
539.062500,0.059922,0.003605
550.781250,0.091089,0.005480
562.500000,0.082274,0.004950
574.218750,0.096741,0.005820
585.937500,0.077530,0.004664
597.656250,0.059841,0.003600
609.375000,0.057291,0.003447
621.093750,0.077103,0.004639
632.812500,0.063184,0.003801
644.531250,0.070402,0.004235
656.250000,0.065219,0.003924
667.968750,0.051086,0.003073
679.687500,0.053657,0.003228
691.406250,0.056333,0.003389
703.125000,0.056099,0.003375
714.843750,0.086648,0.005213
726.562500,0.040030,0.002408
738.281250,0.053841,0.003239
750.000000,0.063668,0.003830
761.718750,0.043048,0.002590
773.437500,0.054164,0.003259
785.156250,0.081076,0.004878
796.875000,0.075412,0.004537
808.593750,0.075756,0.004558
820.312500,0.056608,0.003406
832.031250,0.041731,0.002511
843.750000,0.065553,0.003944
855.468750,0.040421,0.002432
867.187500,0.028090,0.001690
878.906250,0.042590,0.002562
890.625000,0.054976,0.003307
902.343750,0.071383,0.004294
914.062500,0.014150,0.000851
925.781250,0.074012,0.004453
937.500000,0.034218,0.002059
949.218750,0.065591,0.003946
960.937500,0.036358,0.002187
972.656250,0.056254,0.003384
984.375000,0.019109,0.001150
996.093750,0.010687,0.000643
1007.812500,0.052660,0.003168
1019.531250,0.051271,0.003084
1031.250000,0.052927,0.003184
1042.968750,0.042415,0.002552
1054.687500,0.049817,0.002997
1066.406250,0.041357,0.002488
1078.125000,0.018695,0.001125
1089.843750,0.053813,0.003237
1101.562500,0.045266,0.002723
1113.281250,0.032139,0.001933
1125.000000,0.026830,0.001614
1136.718750,0.027322,0.001644
1148.437500,0.024344,0.001465
1160.156250,0.029694,0.001786
1171.875000,0.020852,0.001254
1183.593750,0.031702,0.001907
1195.312500,0.052416,0.003153
1207.031250,0.032494,0.001955
1218.750000,0.041595,0.002502
1230.468750,0.029945,0.001802
1242.187500,0.037232,0.002240
1253.906250,0.033801,0.002033
1265.625000,0.024481,0.001473
1277.343750,0.031344,0.001886
1289.062500,0.037846,0.002277
1300.781250,0.028444,0.001711
1312.500000,0.024952,0.001501
1324.218750,0.034294,0.002063
1335.937500,0.028226,0.001698
1347.656250,0.035424,0.002131
1359.375000,0.014553,0.000876
1371.093750,0.035951,0.002163
1382.812500,0.030559,0.001838
1394.531250,0.027663,0.001664
1406.250000,0.025184,0.001515
1417.968750,0.033894,0.002039
1429.687500,0.011814,0.000711
1441.406250,0.043481,0.002616
1453.125000,0.029084,0.001750
1464.843750,0.044680,0.002688
1476.562500,0.017615,0.001060
1488.281250,0.020273,0.001220
1500.000000,0.022848,0.001375
1511.718750,0.027151,0.001633
1523.437500,0.033678,0.002026
1535.156250,0.037694,0.002268
1546.875000,0.027879,0.001677
1558.593750,0.013389,0.000806
1570.312500,0.026298,0.001582
1582.031250,0.019634,0.001181
1593.750000,0.026810,0.001613
1605.468750,0.022819,0.001373
1617.187500,0.033603,0.002022
1628.906250,0.022873,0.001376
1640.625000,0.036495,0.002196
1652.343750,0.029705,0.001787
1664.062500,0.020972,0.001262
1675.781250,0.046567,0.002801
1687.500000,0.026945,0.001621
1699.218750,0.037557,0.002259
1710.937500,0.013209,0.000795
1722.656250,0.012827,0.000772
1734.375000,0.016789,0.001010
1746.093750,0.025653,0.001543
1757.812500,0.026798,0.001612
1769.531250,0.030208,0.001817
1781.250000,0.016081,0.000967
1792.968750,0.004888,0.000294
1804.687500,0.031776,0.001912
1816.406250,0.037089,0.002231
1828.125000,0.022790,0.001371
1839.843750,0.014998,0.000902
1851.562500,0.021862,0.001315
1863.281250,0.022988,0.001383
1875.000000,0.025090,0.001509
1886.718750,0.019682,0.001184
1898.437500,0.031109,0.001871
1910.156250,0.032384,0.001948
1921.875000,0.030869,0.001857
1933.593750,0.030105,0.001811
1945.312500,0.043959,0.002645
1957.031250,0.027520,0.001656
1968.750000,0.021931,0.001319
1980.468750,0.020859,0.001255
1992.187500,0.032130,0.001933
2003.906250,0.032525,0.001957
2015.625000,0.020254,0.001218
2027.343750,0.017247,0.001038
2039.062500,0.018247,0.001098
2050.781250,0.019981,0.001202
2062.500000,0.024031,0.001446
2074.218750,0.016368,0.000985
2085.937500,0.018171,0.001093
2097.656250,0.018268,0.001099
2109.375000,0.017275,0.001039
2121.093750,0.002674,0.000161
2132.812500,0.021542,0.001296
2144.531250,0.018127,0.001091
2156.250000,0.019151,0.001152
2167.968750,0.015579,0.000937
2179.687500,0.023599,0.001420
2191.406250,0.010806,0.000650
2203.125000,0.017795,0.001071
2214.843750,0.033894,0.002039
2226.562500,0.012692,0.000764
2238.281250,0.015046,0.000905
2250.000000,0.025158,0.001513
2261.718750,0.012833,0.000772
2273.437500,0.011694,0.000703
2285.156250,0.025858,0.001556
2296.875000,0.011700,0.000704
2308.593750,0.025145,0.001513
2320.312500,0.026737,0.001609
2332.031250,0.025627,0.001542
2343.750000,0.010571,0.000636
2355.468750,0.005762,0.000347
2367.187500,0.031665,0.001905
2378.906250,0.022465,0.001352
2390.625000,0.016361,0.000984
2402.343750,0.020529,0.001235
2414.062500,0.013078,0.000787
2425.781250,0.004411,0.000265
2437.500000,0.013411,0.000807
2449.218750,0.016635,0.001001
2460.937500,0.018561,0.001117
2472.656250,0.023365,0.001406
2484.375000,0.021384,0.001286
2496.093750,0.008045,0.000484
2507.812500,0.016755,0.001008
2519.531250,0.030358,0.001826
2531.250000,0.020054,0.001206
2542.968750,0.017057,0.001026
2554.687500,0.011037,0.000664
2566.406250,0.019042,0.001146
2578.125000,0.008746,0.000526
2589.843750,0.012127,0.000730
2601.562500,0.025478,0.001533
2613.281250,0.017112,0.001029
2625.000000,0.008646,0.000520
2636.718750,0.037702,0.002268
2648.437500,0.013306,0.000800
2660.156250,0.023017,0.001385
2671.875000,0.017843,0.001073
2683.593750,0.010145,0.000610
2695.312500,0.011588,0.000697
2707.031250,0.016652,0.001002
2718.750000,0.008494,0.000511
2730.468750,0.021712,0.001306
2742.187500,0.018206,0.001095
2753.906250,0.009528,0.000573
2765.625000,0.020509,0.001234
2777.343750,0.016534,0.000995
2789.062500,0.012206,0.000734
2800.781250,0.010413,0.000626
2812.500000,0.015707,0.000945
2824.218750,0.015166,0.000912
2835.937500,0.023250,0.001399
2847.656250,0.020272,0.001220
2859.375000,0.015918,0.000958
2871.093750,0.029060,0.001748
2882.812500,0.007711,0.000464
2894.531250,0.013688,0.000823
2906.250000,0.020719,0.001246
2917.968750,0.021576,0.001298
2929.687500,0.008257,0.000497
2941.406250,0.009037,0.000544
2953.125000,0.003252,0.000196
2964.843750,0.014803,0.000891
2976.562500,0.004325,0.000260
2988.281250,0.009371,0.000564
3000.000000,0.032465,0.001953
3011.718750,0.016946,0.001019
3023.437500,0.005038,0.000303
3035.156250,0.015379,0.000925
3046.875000,0.010587,0.000637
3058.593750,0.012424,0.000747
3070.312500,0.013427,0.000808
3082.031250,0.010976,0.000660
3093.750000,0.011056,0.000665
3105.468750,0.013896,0.000836
3117.187500,0.018241,0.001097
3128.906250,0.023453,0.001411
3140.625000,0.012794,0.000770
3152.343750,0.006588,0.000396
3164.062500,0.012349,0.000743
3175.781250,0.011621,0.000699
3187.500000,0.013544,0.000815
3199.218750,0.009642,0.000580
3210.937500,0.006031,0.000363
3222.656250,0.010688,0.000643
3234.375000,0.021013,0.001264
3246.093750,0.016857,0.001014
3257.812500,0.007685,0.000462
3269.531250,0.013124,0.000790
3281.250000,0.009164,0.000551
3292.968750,0.008845,0.000532
3304.687500,0.008610,0.000518
3316.406250,0.011020,0.000663
3328.125000,0.018521,0.001114
3339.843750,0.013375,0.000805
3351.562500,0.018393,0.001107
3363.281250,0.019426,0.001169
3375.000000,0.006314,0.000380
3386.718750,0.009981,0.000600
3398.437500,0.014033,0.000844
3410.156250,0.014870,0.000895
3421.875000,0.011712,0.000705
3433.593750,0.012793,0.000770
3445.312500,0.010855,0.000653
3457.031250,0.006757,0.000406
3468.750000,0.010494,0.000631
3480.468750,0.021664,0.001303
3492.187500,0.016332,0.000983
3503.906250,0.010114,0.000608
3515.625000,0.010232,0.000616
3527.343750,0.010204,0.000614
3539.062500,0.014488,0.000872
3550.781250,0.010534,0.000634
3562.500000,0.007381,0.000444
3574.218750,0.008398,0.000505
3585.937500,0.008651,0.000520
3597.656250,0.006874,0.000414
3609.375000,0.009401,0.000566
3621.093750,0.010244,0.000616
3632.812500,0.012822,0.000771
3644.531250,0.008997,0.000541
3656.250000,0.004124,0.000248
3667.968750,0.006784,0.000408
3679.687500,0.011298,0.000680
3691.406250,0.005871,0.000353
3703.125000,0.012783,0.000769
3714.843750,0.015763,0.000948
3726.562500,0.008671,0.000522
3738.281250,0.010266,0.000618
3750.000000,0.011407,0.000686
3761.718750,0.002428,0.000146
3773.437500,0.009243,0.000556
3785.156250,0.006943,0.000418
3796.875000,0.014829,0.000892
3808.593750,0.015283,0.000919
3820.312500,0.000527,0.000032
3832.031250,0.009786,0.000589
3843.750000,0.016596,0.000998
3855.468750,0.010907,0.000656
3867.187500,0.006334,0.000381
3878.906250,0.014934,0.000898
3890.625000,0.012116,0.000729
3902.343750,0.017574,0.001057
3914.062500,0.011129,0.000670
3925.781250,0.014604,0.000879
3937.500000,0.003271,0.000197
3949.218750,0.008071,0.000486
3960.937500,0.013118,0.000789
3972.656250,0.006352,0.000382
3984.375000,0.010570,0.000636
3996.093750,0.014117,0.000849
4007.812500,0.011265,0.000678
4019.531250,0.008586,0.000517
4031.250000,0.007807,0.000470
4042.968750,0.004341,0.000261
4054.687500,0.011777,0.000708
4066.406250,0.012960,0.000780
4078.125000,0.011436,0.000688
4089.843750,0.006908,0.000416
4101.562500,0.008524,0.000513
4113.281250,0.016389,0.000986
4125.000000,0.008167,0.000491
4136.718750,0.013677,0.000823
4148.437500,0.013124,0.000790
4160.156250,0.006039,0.000363
4171.875000,0.015936,0.000959
4183.593750,0.007081,0.000426
4195.312500,0.015035,0.000904
4207.031250,0.005926,0.000357
4218.750000,0.012091,0.000727
4230.468750,0.009673,0.000582
4242.187500,0.006209,0.000374
4253.906250,0.007073,0.000426
4265.625000,0.008806,0.000530
4277.343750,0.004545,0.000273
4289.062500,0.011374,0.000684
4300.781250,0.010662,0.000641
4312.500000,0.002998,0.000180
