time_sec,change
0.856646,0.002960
0.906667,0.008270
0.956688,0.002945
1.007250,0.003052
1.058563,0.003113
1.108583,0.002792
1.158729,0.002823
1.212125,0.002960
1.262146,0.002838
1.312500,0.002777
1.364812,0.002930
1.415354,0.002747
1.466083,0.002869
1.518375,0.002777
1.568958,0.003006
1.619958,0.002762
1.672021,0.002869
1.726583,0.002960
1.819313,0.002747
1.895542,0.002884
10.581333,0.005142
