time_sec,change
0.536729,0.002350
0.589542,0.002350
0.639750,0.002472
0.689771,0.002838
0.739792,0.002731
0.790438,0.002579
0.842688,0.002579
0.892938,0.002472
0.943625,0.002365
0.997250,0.002365
1.051292,0.002426
1.104958,0.002441
1.158479,0.002426
1.212187,0.002380
1.265875,0.002457
1.327708,0.002319
1.381292,0.002365
1.442354,0.002319
10.539521,0.003143
10.624854,0.003143
