frequency_hz,magnitude,magnitude_normalized
0.000000,3.190536,0.041084
11.718750,3.311597,0.042643
23.437500,3.715626,0.047846
35.156250,12.067121,0.155388
46.875000,15.834326,0.203898
58.593750,9.787956,0.126039
70.312500,2.759147,0.035529
82.031250,6.853089,0.088247
93.750000,1.993432,0.025669
105.468750,2.468001,0.031780
117.187500,1.833580,0.023611
128.906250,2.845058,0.036636
140.625000,2.025133,0.026078
152.343750,2.978656,0.038356
164.062500,3.221571,0.041484
175.781250,3.416410,0.043993
187.500000,4.217135,0.054304
199.218750,4.754963,0.061230
210.937500,5.504659,0.070883
222.656250,7.607034,0.097956
234.375000,10.856112,0.139794
246.093750,17.975813,0.231474
257.812500,77.657918,1.000000
269.531250,32.401154,0.417229
281.250000,13.276414,0.170960
292.968750,7.894764,0.101661
304.687500,5.631112,0.072512
316.406250,4.285868,0.055189
328.125000,3.441149,0.044312
339.843750,2.816161,0.036264
351.562500,2.177512,0.028040
363.281250,1.930503,0.024859
375.000000,1.466268,0.018881
386.718750,1.977072,0.025459
398.437500,3.232664,0.041627
410.156250,2.342652,0.030166
421.875000,1.737265,0.022371
433.593750,1.462041,0.018827
445.312500,1.228105,0.015814
457.031250,0.997822,0.012849
468.750000,0.937052,0.012066
480.468750,0.710515,0.009149
492.187500,0.547582,0.007051
503.906250,0.683221,0.008798
515.625000,2.628005,0.033841
527.343750,7.075335,0.091109
539.062500,2.339800,0.030130
550.781250,1.724116,0.022201
562.500000,1.444223,0.018597
574.218750,1.164836,0.015000
585.937500,1.046412,0.013475
597.656250,0.990837,0.012759
609.375000,1.029047,0.013251
621.093750,0.890760,0.011470
632.812500,0.820415,0.010564
644.531250,0.823191,0.010600
656.250000,0.816286,0.010511
667.968750,0.770005,0.009915
679.687500,0.722596,0.009305
691.406250,0.743891,0.009579
703.125000,0.616052,0.007933
714.843750,0.730772,0.009410
726.562500,0.708394,0.009122
738.281250,0.714357,0.009199
750.000000,0.770709,0.009924
761.718750,0.800362,0.010306
773.437500,1.073459,0.013823
785.156250,8.877974,0.114322
796.875000,0.234779,0.003023
808.593750,0.280283,0.003609
820.312500,0.326174,0.004200
832.031250,0.413123,0.005320
843.750000,0.297631,0.003833
855.468750,0.409142,0.005269
867.187500,0.359202,0.004625
878.906250,0.382758,0.004929
890.625000,0.390735,0.005031
902.343750,0.400548,0.005158
914.062500,0.362369,0.004666
925.781250,0.334414,0.004306
937.500000,0.331816,0.004273
949.218750,0.338759,0.004362
960.937500,0.251017,0.003232
972.656250,0.318491,0.004101
984.375000,0.312478,0.004024
996.093750,0.245899,0.003166
1007.812500,0.279169,0.003595
1019.531250,0.230109,0.002963
1031.250000,0.177208,0.002282
1042.968750,0.604532,0.007785
1054.687500,0.934525,0.012034
1066.406250,0.498133,0.006414
1078.125000,0.467378,0.006018
1089.843750,0.432834,0.005574
1101.562500,0.390674,0.005031
1113.281250,0.437225,0.005630
1125.000000,0.383403,0.004937
1136.718750,0.436080,0.005615
1148.437500,0.426634,0.005494
1160.156250,0.664504,0.008557
1171.875000,1.528786,0.019686
1183.593750,1.690373,0.021767
1195.312500,0.500385,0.006443
1207.031250,0.384491,0.004951
1218.750000,0.271347,0.003494
1230.468750,0.265821,0.003423
1242.187500,0.278834,0.003591
1253.906250,0.269278,0.003467
1265.625000,0.262869,0.003385
1277.343750,0.229795,0.002959
1289.062500,0.226790,0.002920
1300.781250,0.254265,0.003274
1312.500000,0.531356,0.006842
1324.218750,0.175490,0.002260
1335.937500,0.202955,0.002613
1347.656250,0.164577,0.002119
1359.375000,0.188829,0.002432
1371.093750,0.221513,0.002852
1382.812500,0.214348,0.002760
1394.531250,0.195048,0.002512
1406.250000,0.202023,0.002601
1417.968750,0.223623,0.002880
1429.687500,0.196841,0.002535
1441.406250,0.233784,0.003010
1453.125000,0.247968,0.003193
1464.843750,0.207912,0.002677
1476.562500,0.199677,0.002571
1488.281250,0.252634,0.003253
1500.000000,0.189032,0.002434
1511.718750,0.167457,0.002156
1523.437500,0.225434,0.002903
1535.156250,0.215538,0.002775
1546.875000,0.258689,0.003331
1558.593750,0.349123,0.004496
1570.312500,0.989464,0.012741
1582.031250,0.791848,0.010197
1593.750000,0.252251,0.003248
1605.468750,0.203523,0.002621
1617.187500,0.186309,0.002399
1628.906250,0.173706,0.002237
1640.625000,0.165630,0.002133
1652.343750,0.149163,0.001921
1664.062500,0.156548,0.002016
1675.781250,0.171641,0.002210
1687.500000,0.125159,0.001612
1699.218750,0.148835,0.001917
1710.937500,0.136892,0.001763
1722.656250,0.138498,0.001783
1734.375000,0.150629,0.001940
1746.093750,0.125340,0.001614
1757.812500,0.150705,0.001941
1769.531250,0.116614,0.001502
1781.250000,0.134712,0.001735
1792.968750,0.101663,0.001309
1804.687500,0.115544,0.001488
1816.406250,0.109435,0.001409
1828.125000,0.100549,0.001295
1839.843750,0.304214,0.003917
1851.562500,0.335561,0.004321
1863.281250,0.177952,0.002291
1875.000000,0.186480,0.002401
1886.718750,0.167221,0.002153
1898.437500,0.150194,0.001934
1910.156250,0.170427,0.002195
1921.875000,0.194635,0.002506
1933.593750,0.118543,0.001526
1945.312500,0.113694,0.001464
1957.031250,0.095044,0.001224
1968.750000,0.146151,0.001882
1980.468750,0.281991,0.003631
1992.187500,0.215497,0.002775
2003.906250,0.169654,0.002185
2015.625000,0.158849,0.002045
2027.343750,0.172876,0.002226
2039.062500,0.126799,0.001633
2050.781250,0.161408,0.002078
2062.500000,0.131905,0.001699
2074.218750,0.138356,0.001782
2085.937500,0.146312,0.001884
2097.656250,0.158951,0.002047
2109.375000,0.172681,0.002224
2121.093750,0.127628,0.001643
2132.812500,0.133607,0.001720
2144.531250,0.131493,0.001693
2156.250000,0.122807,0.001581
2167.968750,0.122368,0.001576
2179.687500,0.130644,0.001682
2191.406250,0.127641,0.001644
2203.125000,0.132051,0.001700
2214.843750,0.126185,0.001625
2226.562500,0.122757,0.001581
2238.281250,0.105612,0.001360
2250.000000,0.110787,0.001427
2261.718750,0.123232,0.001587
2273.437500,0.125043,0.001610
2285.156250,0.111425,0.001435
2296.875000,0.118452,0.001525
2308.593750,0.113217,0.001458
2320.312500,0.127016,0.001636
2332.031250,0.098435,0.001268
2343.750000,0.115622,0.001489
2355.468750,0.052556,0.000677
2367.187500,0.123936,0.001596
2378.906250,0.419730,0.005405
2390.625000,0.251304,0.003236
2402.343750,0.175903,0.002265
2414.062500,0.151413,0.001950
2425.781250,0.143057,0.001842
2437.500000,0.128479,0.001654
2449.218750,0.114203,0.001471
2460.937500,0.117138,0.001508
2472.656250,0.127777,0.001645
2484.375000,0.122644,0.001579
2496.093750,0.126626,0.001631
2507.812500,0.124819,0.001607
2519.531250,0.145699,0.001876
2531.250000,0.127912,0.001647
2542.968750,0.129687,0.001670
2554.687500,0.124254,0.001600
2566.406250,0.125496,0.001616
2578.125000,0.122473,0.001577
2589.843750,0.111446,0.001435
2601.562500,0.123704,0.001593
2613.281250,0.111166,0.001431
2625.000000,0.119090,0.001534
2636.718750,0.118940,0.001532
2648.437500,0.096139,0.001238
2660.156250,0.141979,0.001828
2671.875000,0.118483,0.001526
2683.593750,0.119360,0.001537
2695.312500,0.106426,0.001370
2707.031250,0.106690,0.001374
2718.750000,0.104966,0.001352
2730.468750,0.111613,0.001437
2742.187500,0.104673,0.001348
2753.906250,0.108360,0.001395
2765.625000,0.120954,0.001558
2777.343750,0.175237,0.002257
2789.062500,0.068959,0.000888
2800.781250,0.092583,0.001192
2812.500000,0.099689,0.001284
2824.218750,0.103263,0.001330
2835.937500,0.090450,0.001165
2847.656250,0.102104,0.001315
2859.375000,0.109807,0.001414
2871.093750,0.088981,0.001146
2882.812500,0.105581,0.001360
2894.531250,0.090887,0.001170
2906.250000,0.094506,0.001217
2917.968750,0.096460,0.001242
2929.687500,0.087704,0.001129
2941.406250,0.090114,0.001160
2953.125000,0.100480,0.001294
2964.843750,0.100611,0.001296
2976.562500,0.093776,0.001208
2988.281250,0.104895,0.001351
3000.000000,0.070065,0.000902
3011.718750,0.098734,0.001271
3023.437500,0.079214,0.001020
3035.156250,0.094503,0.001217
3046.875000,0.094673,0.001219
3058.593750,0.082214,0.001059
3070.312500,0.094534,0.001217
3082.031250,0.088087,0.001134
3093.750000,0.085938,0.001107
3105.468750,0.104625,0.001347
3117.187500,0.091470,0.001178
3128.906250,0.088682,0.001142
3140.625000,0.098377,0.001267
3152.343750,0.087210,0.001123
3164.062500,0.079695,0.001026
3175.781250,0.096621,0.001244
3187.500000,0.123908,0.001596
3199.218750,0.058168,0.000749
3210.937500,0.106132,0.001367
3222.656250,0.089291,0.001150
3234.375000,0.103958,0.001339
3246.093750,0.077774,0.001001
3257.812500,0.092775,0.001195
3269.531250,0.077394,0.000997
3281.250000,0.088296,0.001137
3292.968750,0.090069,0.001160
3304.687500,0.075757,0.000976
3316.406250,0.067974,0.000875
3328.125000,0.077867,0.001003
3339.843750,0.075624,0.000974
3351.562500,0.093799,0.001208
3363.281250,0.091340,0.001176
3375.000000,0.083282,0.001072
3386.718750,0.077833,0.001002
3398.437500,0.077753,0.001001
3410.156250,0.073359,0.000945
3421.875000,0.075141,0.000968
3433.593750,0.077348,0.000996
3445.312500,0.079247,0.001020
3457.031250,0.087088,0.001121
3468.750000,0.063842,0.000822
3480.468750,0.113212,0.001458
3492.187500,0.045724,0.000589
3503.906250,0.071999,0.000927
3515.625000,0.070855,0.000912
3527.343750,0.076111,0.000980
3539.062500,0.075649,0.000974
3550.781250,0.079584,0.001025
3562.500000,0.070989,0.000914
3574.218750,0.078430,0.001010
3585.937500,0.073321,0.000944
3597.656250,0.066620,0.000858
3609.375000,0.086895,0.001119
3621.093750,0.086253,0.001111
3632.812500,0.072905,0.000939
3644.531250,0.075886,0.000977
3656.250000,0.070944,0.000914
3667.968750,0.079630,0.001025
3679.687500,0.075175,0.000968
3691.406250,0.080873,0.001041
3703.125000,0.074000,0.000953
3714.843750,0.061730,0.000795
3726.562500,0.069241,0.000892
3738.281250,0.076656,0.000987
3750.000000,0.075738,0.000975
3761.718750,0.071776,0.000924
3773.437500,0.076474,0.000985
3785.156250,0.072427,0.000933
3796.875000,0.075178,0.000968
3808.593750,0.075250,0.000969
3820.312500,0.075410,0.000971
3832.031250,0.072315,0.000931
3843.750000,0.071127,0.000916
3855.468750,0.074405,0.000958
3867.187500,0.067937,0.000875
3878.906250,0.072871,0.000938
3890.625000,0.066780,0.000860
3902.343750,0.069865,0.000900
3914.062500,0.070471,0.000907
3925.781250,0.063181,0.000814
3937.500000,0.067671,0.000871
3949.218750,0.069550,0.000896
3960.937500,0.068691,0.000885
3972.656250,0.064192,0.000827
3984.375000,0.068860,0.000887
3996.093750,0.065711,0.000846
4007.812500,0.071042,0.000915
4019.531250,0.066093,0.000851
4031.250000,0.064214,0.000827
4042.968750,0.070903,0.000913
4054.687500,0.086711,0.001117
4066.406250,0.078457,0.001010
4078.125000,0.072226,0.000930
4089.843750,0.070001,0.000901
4101.562500,0.070520,0.000908
4113.281250,0.069546,0.000896
4125.000000,0.065367,0.000842
4136.718750,0.062111,0.000800
4148.437500,0.060624,0.000781
4160.156250,0.064237,0.000827
4171.875000,0.065066,0.000838
4183.593750,0.062939,0.000810
4195.312500,0.063799,0.000822
4207.031250,0.062616,0.000806
4218.750000,0.063095,0.000812
4230.468750,0.069383,0.000893
4242.187500,0.058659,0.000755
4253.906250,0.068666,0.000884
4265.625000,0.061027,0.000786
4277.343750,0.066278,0.000853
4289.062500,0.068949,0.000888
4300.781250,0.058432,0.000752
4312.500000,0.064522,0.000831
4324.218750,0.060561,0.000780
4335.937500,0.059386,0.000765
4347.656250,0.062475,0.000804
4359.375000,0.062912,0.000810
4371.093750,0.061865,0.000797
4382.812500,0.060572,0.000780
4394.531250,0.064640,0.000832
4406.250000,0.058340,0.000751
4417.968750,0.061205,0.000788
4429.687500,0.064045,0.000825
4441.406250,0.062827,0.000809
4453.125000,0.060998,0.000785
4464.843750,0.068618,0.000884
4476.562500,0.062523,0.000805
4488.281250,0.066551,0.000857
4500.000000,0.058550,0.000754
4511.718750,0.056257,0.000724
4523.437500,0.058772,0.000757
4535.156250,0.058163,0.000749
4546.875000,0.059760,0.000770
4558.593750,0.061415,0.000791
4570.312500,0.062273,0.000802
4582.031250,0.061892,0.000797
4593.750000,0.058778,0.000757
4605.468750,0.057590,0.000742
4617.187500,0.055509,0.000715
4628.906250,0.060120,0.000774
4640.625000,0.054146,0.000697
4652.343750,0.060770,0.000783
4664.062500,0.058333,0.000751
4675.781250,0.057905,0.000746
4687.500000,0.064814,0.000835
4699.218750,0.059044,0.000760
4710.937500,0.060579,0.000780
4722.656250,0.058468,0.000753
4734.375000,0.054776,0.000705
4746.093750,0.056420,0.000727
4757.812500,0.053301,0.000686
4769.531250,0.059673,0.000768
4781.250000,0.054872,0.000707
4792.968750,0.056854,0.000732
4804.687500,0.058320,0.000751
4816.406250,0.058612,0.000755
4828.125000,0.051199,0.000659
4839.843750,0.059228,0.000763
4851.562500,0.055699,0.000717
4863.281250,0.057754,0.000744
4875.000000,0.055265,0.000712
4886.718750,0.053807,0.000693
4898.437500,0.056308,0.000725
4910.156250,0.056206,0.000724
4921.875000,0.054878,0.000707
4933.593750,0.051470,0.000663
4945.312500,0.055872,0.000719
4957.031250,0.052192,0.000672
4968.750000,0.051594,0.000664
4980.468750,0.052464,0.000676
4992.187500,0.056532,0.000728
5003.906250,0.055213,0.000711
5015.625000,0.050473,0.000650
5027.343750,0.051789,0.000667
5039.062500,0.056168,0.000723
5050.781250,0.054217,0.000698
5062.500000,0.056896,0.000733
5074.218750,0.052848,0.000681
5085.937500,0.053752,0.000692
5097.656250,0.051768,0.000667
5109.375000,0.051059,0.000657
5121.093750,0.052648,0.000678
5132.812500,0.051545,0.000664
5144.531250,0.053196,0.000685
5156.250000,0.051373,0.000662
5167.968750,0.055455,0.000714
5179.687500,0.052949,0.000682
5191.406250,0.055336,0.000713
5203.125000,0.053144,0.000684
5214.843750,0.054625,0.000703
5226.562500,0.051571,0.000664
5238.281250,0.052407,0.000675
5250.000000,0.050521,0.000651
5261.718750,0.053853,0.000693
5273.437500,0.048392,0.000623
5285.156250,0.049238,0.000634
5296.875000,0.050093,0.000645
5308.593750,0.052199,0.000672
5320.312500,0.052237,0.000673
5332.031250,0.053021,0.000683
5343.750000,0.052539,0.000677
5355.468750,0.053311,0.000686
5367.187500,0.048636,0.000626
5378.906250,0.049514,0.000638
5390.625000,0.050427,0.000649
5402.343750,0.050946,0.000656
5414.062500,0.049803,0.000641
5425.781250,0.051781,0.000667
5437.500000,0.051016,0.000657
5449.218750,0.052398,0.000675
5460.937500,0.048945,0.000630
5472.656250,0.050917,0.000656
5484.375000,0.049236,0.000634
