frequency_hz,magnitude,magnitude_normalized
0.000000,1.290497,0.004402
2.929688,1.289678,0.004399
5.859375,1.295134,0.004417
8.789062,1.338011,0.004564
11.718750,1.297136,0.004424
14.648438,1.361544,0.004644
17.578125,1.502121,0.005123
20.507812,1.063406,0.003627
23.437500,1.826313,0.006229
26.367188,5.880648,0.020058
29.296875,1.477537,0.005040
32.226562,2.991169,0.010202
35.156250,7.765329,0.026486
38.085938,6.742963,0.022999
41.015625,14.711745,0.050178
43.945312,48.345377,0.164895
46.875000,6.394749,0.021811
49.804688,7.364373,0.025118
52.734375,13.536198,0.046169
55.664062,8.191866,0.027941
58.593750,7.297803,0.024891
61.523438,10.471909,0.035717
64.453125,4.417884,0.015068
67.382812,4.464483,0.015227
70.312500,8.382202,0.028590
73.242188,4.195243,0.014309
76.171875,2.933242,0.010005
79.101562,3.979384,0.013573
82.031250,5.621208,0.019173
84.960938,4.843279,0.016519
87.890625,2.265782,0.007728
90.820312,2.474489,0.008440
93.750000,3.622719,0.012356
96.679688,2.224053,0.007586
99.609375,1.807264,0.006164
102.539062,1.247886,0.004256
105.468750,1.924337,0.006563
108.398438,1.166389,0.003978
111.328125,2.868620,0.009784
114.257812,2.332490,0.007956
117.187500,1.875625,0.006397
120.117188,1.521335,0.005189
123.046875,1.852200,0.006317
125.976562,1.015861,0.003465
128.906250,1.422768,0.004853
131.835938,2.380455,0.008119
134.765625,0.956489,0.003262
137.695312,1.962229,0.006693
140.625000,2.110752,0.007199
143.554688,3.001666,0.010238
146.484375,1.964294,0.006700
149.414062,1.964895,0.006702
152.343750,1.624039,0.005539
155.273438,2.161541,0.007373
158.203125,2.329549,0.007946
161.132812,2.461256,0.008395
164.062500,3.081671,0.010511
166.992188,1.925553,0.006568
169.921875,2.571048,0.008769
172.851562,2.196891,0.007493
175.781250,2.642886,0.009014
178.710938,2.347955,0.008008
181.640625,2.956967,0.010086
184.570312,3.027525,0.010326
187.500000,2.708328,0.009238
190.429688,2.272147,0.007750
193.359375,2.989584,0.010197
196.289062,3.438596,0.011728
199.218750,3.209374,0.010946
202.148438,3.506770,0.011961
205.078125,3.855786,0.013151
208.007812,4.188613,0.014286
210.937500,4.132222,0.014094
213.867188,6.439527,0.021964
216.796875,3.881786,0.013240
219.726562,4.054118,0.013828
222.656250,4.518366,0.015411
225.585938,5.179950,0.017668
228.515625,5.549151,0.018927
231.445312,6.066410,0.020691
234.375000,6.946742,0.023694
237.304688,7.498074,0.025574
240.234375,8.542191,0.029136
243.164062,9.843095,0.033573
246.093750,11.889244,0.040552
249.023438,14.324612,0.048858
251.953125,19.356871,0.066022
254.882812,27.999860,0.095501
257.812500,50.034126,0.170655
260.742188,293.188352,1.000000
263.671875,75.289251,0.256795
266.601562,33.059340,0.112758
269.531250,20.435361,0.069700
272.460938,16.216974,0.055312
275.390625,12.404509,0.042309
278.320312,10.201923,0.034796
281.250000,8.809573,0.030047
284.179688,7.233742,0.024673
287.109375,6.154235,0.020991
290.039062,5.622354,0.019177
292.968750,4.874748,0.016627
295.898438,4.782517,0.016312
298.828125,4.118674,0.014048
301.757812,3.996874,0.013632
304.687500,3.354886,0.011443
307.617188,1.025825,0.003499
310.546875,4.049662,0.013812
313.476562,3.424444,0.011680
316.406250,3.592802,0.012254
319.335938,3.309279,0.011287
322.265625,4.033197,0.013756
325.195312,2.940103,0.010028
328.125000,2.680165,0.009141
331.054688,2.589894,0.008834
333.984375,2.334093,0.007961
336.914062,2.837361,0.009678
339.843750,2.918203,0.009953
342.773438,3.234828,0.011033
345.703125,2.801042,0.009554
348.632812,3.063872,0.010450
351.562500,3.749223,0.012788
354.492188,4.175433,0.014241
357.421875,5.341786,0.018220
360.351562,6.891207,0.023504
363.281250,10.434248,0.035589
366.210938,19.486151,0.066463
369.140625,102.833472,0.350742
372.070312,29.090621,0.099222
375.000000,13.367480,0.045593
377.929688,8.934601,0.030474
380.859375,6.498096,0.022164
383.789062,5.247429,0.017898
386.718750,4.237772,0.014454
389.648438,4.048801,0.013810
392.578125,3.692597,0.012595
395.507812,2.911664,0.009931
398.437500,2.918888,0.009956
401.367188,2.781353,0.009487
404.296875,2.740107,0.009346
407.226562,2.237518,0.007632
410.156250,2.004116,0.006836
413.085938,2.365134,0.008067
416.015625,1.770638,0.006039
418.945312,2.201617,0.007509
421.875000,2.169971,0.007401
424.804688,1.936341,0.006604
427.734375,2.101887,0.007169
430.664062,2.064910,0.007043
433.593750,2.013163,0.006866
436.523438,1.802228,0.006147
439.453125,1.616423,0.005513
442.382812,1.491029,0.005086
445.312500,1.626486,0.005548
448.242188,1.652781,0.005637
451.171875,1.676984,0.005720
454.101562,1.564748,0.005337
457.031250,1.381272,0.004711
459.960938,1.681942,0.005737
462.890625,1.354632,0.004620
465.820312,1.443361,0.004923
468.750000,1.689857,0.005764
471.679688,1.504474,0.005131
474.609375,1.287080,0.004390
477.539062,1.257536,0.004289
480.468750,1.641073,0.005597
483.398438,1.425770,0.004863
486.328125,1.369968,0.004673
489.257812,1.775148,0.006055
492.187500,1.793520,0.006117
495.117188,1.817191,0.006198
498.046875,1.926493,0.006571
500.976562,1.860278,0.006345
503.906250,2.089545,0.007127
506.835938,2.327990,0.007940
509.765625,2.505256,0.008545
512.695312,3.025071,0.010318
515.625000,4.022802,0.013721
518.554688,6.563162,0.022385
521.484375,17.638411,0.060161
524.414062,18.318517,0.062480
527.343750,5.396151,0.018405
530.273438,2.850927,0.009724
533.203125,1.701291,0.005803
536.132812,1.401840,0.004781
539.062500,0.758366,0.002587
541.992188,0.694717,0.002370
544.921875,0.407013,0.001388
