time_sec,change
1.000188,0.001389
1.050521,0.001358
1.100583,0.001755
1.150604,0.001877
1.200875,0.001358
1.251937,0.001450
1.303500,0.001572
1.354667,0.001389
1.405792,0.001389
1.467062,0.001358
8.010146,0.002304
8.156521,0.001389
8.277333,0.002136
