time_sec,change
0.929583,0.002991
0.980167,0.002991
1.030188,0.003052
1.080375,0.003235
1.134042,0.002960
1.185000,0.002960
1.290625,0.003006
1.409063,0.003021
5.715271,0.015244
5.800604,0.015244
