time_sec,change
0.115458,0.000793
0.295229,0.000931
0.345250,0.000946
0.395333,0.000900
0.455208,0.000885
0.575208,0.000809
0.655208,0.000778
0.856250,0.000916
1.255250,0.000793
1.415229,0.000763
1.575229,0.000778
1.695292,0.000778
1.855271,0.000778
2.415313,0.000778
2.615312,0.000793
2.775292,0.000763
2.855292,0.000854
2.918292,0.000778
2.975292,0.000839
3.055292,0.000854
3.375271,0.000778
3.495271,0.000809
3.592979,0.008972
3.669333,0.004425
