time_sec,change
0.831229,0.002472
0.881250,0.004669
0.931333,0.002274
0.981354,0.004089
1.031500,0.002228
1.081521,0.003357
1.131792,0.002243
1.181812,0.002670
1.232063,0.002609
1.283813,0.002243
1.334083,0.002396
1.384104,0.003479
1.434292,0.002213
1.484312,0.002747
1.536563,0.002319
1.587104,0.002213
1.637771,0.002197
1.690063,0.002274
1.744542,0.002274
1.806750,0.002380
1.867833,0.002396
1.928896,0.002274
2.067125,0.002472
