time_sec,change
0.639458,0.002945
0.689479,0.006638
0.741521,0.002899
0.792083,0.002945
0.844271,0.003387
0.895146,0.003006
0.946021,0.003098
1.001125,0.003113
1.058062,0.002884
1.114021,0.003006
1.167917,0.002930
6.058667,0.004089
