time_sec,change
0.729250,0.003922
0.779271,0.007721
0.830021,0.004059
0.880542,0.003922
0.934979,0.004135
0.985667,0.004211
1.038104,0.004105
1.088854,0.004089
1.141438,0.004044
1.202583,0.004013
1.263771,0.003967
1.326354,0.003967
